Record,Date/Time,10,Tamb(C),Rh(%),Pres(hPa),Tir(¡æ),Rain,Vint(cm),Lqint(mm),CloudBase(km),0.000km,0.050km,0.100km,0.150km,0.200km,0.250km,0.300km,0.350km,0.400km,0.450km,0.500km,0.600km,0.700km,0.800km,0.900km,1.000km,1.100km,1.200km,1.300km,1.400km,1.500km,1.600km,1.700km,1.800km,1.900km,2.000km,2.250km,2.500km,2.750km,3.000km,3.250km,3.500km,3.750km,4.000km,4.250km,4.500km,4.750km,5.000km,5.250km,5.500km,5.750km,6.000km,6.250km,6.500km,6.750km,7.000km,7.250km,7.500km,7.750km,8.000km,8.250km,8.500km,8.750km,9.000km,9.250km,9.500km,9.750km,10.000km,VIS,MIN,ÎÂ¶È²î
918,2018-08-02 14:52:11,11,30.800,69.600,1000.200,-1.95,0,4.440,0.140,5.785,30.800,30.448,30.129,29.763,29.377,29.085,28.834,28.562,28.209,27.916,27.525,27.102,26.571,26.125,25.608,25.079,24.392,23.798,23.210,22.716,22.149,21.528,20.902,20.328,19.830,19.009,17.839,16.477,15.107,13.791,12.412,11.144,9.779,8.304,6.812,5.270,3.787,2.378,1.085,-0.339,-1.755,-3.154,-4.559,-6.016,-7.473,-8.915,-10.074,-11.264,-12.504,-13.791,-15.251,-16.753,-18.203,-19.583,-21.084,-22.711,-24.463,-26.148,20000,10000,-5.218
922,2018-08-02 14:56:03,11,30.600,72.100,1000.200,11.06,0,4.476,0.163,3.339,30.600,30.134,29.758,29.353,28.928,28.598,28.310,28.003,27.597,27.267,26.818,26.311,25.696,25.179,24.593,24.003,23.262,22.593,21.925,21.409,20.819,20.193,19.533,18.941,18.441,17.660,16.524,15.198,13.929,12.735,11.486,10.294,9.016,7.604,6.190,4.693,3.275,1.902,0.629,-0.788,-2.155,-3.503,-4.891,-6.360,-7.789,-9.226,-10.385,-11.551,-12.732,-14.021,-15.452,-16.895,-18.264,-19.567,-20.970,-22.535,-24.241,-25.844,20000,10000,-4.925000000000001
926,2018-08-02 14:59:57,11,30.500,70.100,1000.200,0.45,0,4.429,0.161,5.371,30.500,30.131,29.798,29.423,29.036,28.736,28.476,28.199,27.848,27.556,27.169,26.742,26.212,25.767,25.267,24.754,24.092,23.513,22.946,22.468,21.917,21.310,20.701,20.138,19.649,18.841,17.695,16.355,15.003,13.701,12.343,11.096,9.747,8.292,6.806,5.274,3.812,2.421,1.133,-0.277,-1.659,-3.029,-4.419,-5.865,-7.311,-8.741,-9.887,-11.068,-12.297,-13.586,-15.038,-16.533,-17.969,-19.355,-20.878,-22.516,-24.265,-25.962,20000,10000,-5.140000000000001
930,2018-08-02 15:03:49,11,30.700,68.400,1000.200,1.51,0,4.457,0.148,5.160,30.700,30.292,29.932,29.533,29.126,28.798,28.528,28.237,27.869,27.542,27.129,26.665,26.101,25.629,25.091,24.540,23.828,23.206,22.594,22.092,21.529,20.900,20.284,19.709,19.228,18.424,17.316,15.995,14.646,13.379,12.095,10.910,9.585,8.147,6.660,5.150,3.727,2.354,1.036,-0.399,-1.814,-3.188,-4.574,-5.974,-7.425,-8.840,-10.016,-11.159,-12.359,-13.630,-15.056,-16.531,-17.924,-19.289,-20.727,-22.326,-24.029,-25.707,20000,10000,-5.045
934,2018-08-02 15:07:42,11,30.700,69.900,1000.200,1.74,0,4.526,0.137,5.182,30.700,30.171,29.771,29.340,28.875,28.532,28.233,27.920,27.480,27.134,26.665,26.174,25.571,25.096,24.528,23.981,23.266,22.656,22.050,21.608,21.088,20.481,19.880,19.348,18.909,18.177,17.155,15.936,14.648,13.466,12.221,11.100,9.845,8.460,7.004,5.483,4.035,2.662,1.394,-0.038,-1.425,-2.803,-4.210,-5.625,-7.005,-8.412,-9.566,-10.666,-11.813,-13.087,-14.554,-16.001,-17.341,-18.580,-19.968,-21.572,-23.364,-24.940,20000,10000,-4.711
938,2018-08-02 15:11:36,11,30.500,68.800,1000.000,0.57,0,4.585,0.144,5.347,30.500,30.188,29.881,29.526,29.166,28.882,28.639,28.378,28.060,27.786,27.429,27.031,26.530,26.105,25.633,25.133,24.484,23.924,23.383,22.899,22.341,21.727,21.123,20.557,20.055,19.215,18.035,16.668,15.273,13.917,12.509,11.231,9.842,8.357,6.838,5.291,3.811,2.411,1.115,-0.289,-1.690,-3.078,-4.463,-5.912,-7.388,-8.825,-9.966,-11.170,-12.435,-13.719,-15.171,-16.690,-18.167,-19.604,-21.178,-22.833,-24.569,-26.308,20000,10000,-5.298
942,2018-08-02 15:15:29,11,30.400,70.700,999.900,11.57,0,4.581,0.150,3.407,30.400,30.049,29.729,29.363,28.991,28.704,28.455,28.187,27.850,27.572,27.197,26.780,26.258,25.824,25.337,24.834,24.179,23.614,23.058,22.583,22.029,21.422,20.810,20.243,19.744,18.928,17.768,16.422,15.056,13.740,12.361,11.104,9.747,8.283,6.795,5.257,3.782,2.389,1.116,-0.286,-1.668,-3.045,-4.440,-5.903,-7.354,-8.786,-9.925,-11.122,-12.364,-13.644,-15.098,-16.608,-18.064,-19.456,-20.988,-22.624,-24.370,-26.081,20000,10000,-5.188000000000001
946,2018-08-02 15:19:22,11,30.800,71.300,1000.000,-2.48,0,4.642,0.137,5.720,30.800,30.301,29.902,29.481,29.042,28.695,28.401,28.079,27.657,27.298,26.815,26.259,25.594,25.032,24.387,23.731,22.911,22.170,21.423,20.852,20.217,19.555,18.857,18.235,17.722,16.928,15.786,14.452,13.213,12.061,10.878,9.727,8.480,7.080,5.687,4.218,2.839,1.480,0.188,-1.253,-2.649,-4.003,-5.388,-6.853,-8.298,-9.741,-10.921,-12.085,-13.261,-14.544,-15.940,-17.355,-18.703,-19.992,-21.317,-22.827,-24.478,-26.044,20000,10000,-4.867000000000001
950,2018-08-02 15:23:15,11,30.900,70.200,999.900,-1.82,0,4.651,0.132,5.844,30.900,30.607,30.325,29.985,29.626,29.362,29.132,28.882,28.559,28.298,27.945,27.573,27.090,26.687,26.220,25.740,25.105,24.568,24.035,23.571,23.025,22.422,21.815,21.257,20.759,19.928,18.735,17.356,15.938,14.559,13.100,11.786,10.374,8.865,7.338,5.760,4.232,2.813,1.544,0.125,-1.290,-2.698,-4.103,-5.575,-7.033,-8.475,-9.614,-10.820,-12.083,-13.362,-14.842,-16.376,-17.869,-19.277,-20.854,-22.521,-24.308,-26.038,20000,10000,-5.3690000000000015
954,2018-08-02 15:27:07,11,30.700,69.300,999.900,-1.7,0,4.726,0.131,5.642,30.700,30.203,29.806,29.382,28.943,28.596,28.304,27.991,27.578,27.223,26.752,26.223,25.583,25.054,24.448,23.832,23.045,22.353,21.664,21.127,20.526,19.878,19.222,18.628,18.133,17.344,16.244,14.950,13.671,12.491,11.289,10.159,8.900,7.495,6.060,4.575,3.182,1.826,0.533,-0.904,-2.310,-3.677,-5.066,-6.505,-7.946,-9.368,-10.538,-11.679,-12.860,-14.130,-15.537,-16.970,-18.322,-19.621,-20.977,-22.521,-24.195,-25.783,20000,10000,-4.8530000000000015
958,2018-08-02 15:31:01,11,30.700,68.700,999.700,-2.7,0,4.705,0.130,5.881,30.700,30.236,29.852,29.434,29.010,28.670,28.395,28.093,27.704,27.357,26.913,26.413,25.810,25.315,24.744,24.166,23.408,22.757,22.107,21.593,21.018,20.377,19.741,19.160,18.682,17.890,16.805,15.513,14.189,12.971,11.742,10.614,9.330,7.910,6.445,4.954,3.551,2.197,0.894,-0.550,-1.979,-3.356,-4.744,-6.148,-7.586,-8.997,-10.171,-11.302,-12.485,-13.739,-15.147,-16.602,-17.965,-19.279,-20.652,-22.217,-23.902,-25.534,20000,10000,-4.9190000000000005
962,2018-08-02 15:34:54,11,30.800,69.600,999.800,-3.26,0,4.740,0.127,5.893,30.800,30.224,29.790,29.338,28.863,28.491,28.180,27.843,27.385,26.994,26.474,25.891,25.195,24.623,23.958,23.296,22.452,21.706,20.957,20.414,19.803,19.143,18.463,17.868,17.389,16.631,15.573,14.319,13.100,11.995,10.870,9.799,8.603,7.234,5.833,4.367,3.003,1.661,0.371,-1.078,-2.485,-3.844,-5.236,-6.670,-8.084,-9.505,-10.685,-11.805,-12.949,-14.223,-15.621,-17.016,-18.315,-19.549,-20.826,-22.332,-23.998,-25.528,20000,10000,-4.636000000000001
966,2018-08-02 15:38:47,11,30.800,68.900,999.800,-2.09,0,4.787,0.125,5.546,30.800,30.129,29.643,29.151,28.635,28.237,27.900,27.531,27.019,26.584,25.986,25.323,24.531,23.883,23.115,22.355,21.394,20.547,19.694,19.095,18.433,17.740,17.022,16.408,15.915,15.172,14.149,12.947,11.811,10.814,9.798,8.799,7.675,6.359,5.009,3.582,2.255,0.935,-0.349,-1.830,-3.252,-4.619,-6.012,-7.475,-8.876,-10.304,-11.497,-12.619,-13.761,-15.030,-16.389,-17.738,-19.020,-20.202,-21.373,-22.813,-24.444,-25.869,10000,10000,-4.3580000000000005
970,2018-08-02 15:42:40,11,30.500,71.100,999.700,-0.17,0,4.796,0.132,5.425,30.500,30.047,29.677,29.273,28.859,28.539,28.265,27.968,27.581,27.261,26.827,26.338,25.742,25.254,24.699,24.135,23.408,22.773,22.140,21.640,21.065,20.436,19.795,19.213,18.721,17.930,16.811,15.506,14.206,12.983,11.709,10.538,9.254,7.835,6.391,4.888,3.461,2.094,0.820,-0.596,-1.979,-3.340,-4.734,-6.186,-7.623,-9.046,-10.195,-11.357,-12.552,-13.826,-15.254,-16.715,-18.102,-19.419,-20.834,-22.405,-24.116,-25.752,10000,10000,-4.946999999999999
974,2018-08-02 15:46:32,11,30.700,70.900,999.800,1.23,0,4.839,0.126,5.166,30.700,30.393,30.093,29.747,29.393,29.116,28.879,28.618,28.294,28.021,27.652,27.236,26.709,26.256,25.750,25.218,24.533,23.933,23.334,22.813,22.214,21.588,20.939,20.337,19.801,18.945,17.709,16.293,14.917,13.573,12.168,10.860,9.472,7.973,6.494,4.958,3.482,2.080,0.802,-0.608,-2.007,-3.386,-4.776,-6.269,-7.755,-9.204,-10.347,-11.576,-12.847,-14.130,-15.564,-17.069,-18.550,-19.972,-21.501,-23.110,-24.814,-26.524,10000,10000,-5.372
978,2018-08-02 15:50:26,11,30.800,69.600,999.800,1.86,0,4.807,0.120,5.050,30.800,30.256,29.839,29.397,28.934,28.575,28.276,27.953,27.514,27.142,26.650,26.107,25.452,24.925,24.304,23.691,22.895,22.208,21.516,21.006,20.432,19.790,19.141,18.564,18.098,17.342,16.298,15.052,13.782,12.637,11.469,10.387,9.155,7.773,6.342,4.858,3.463,2.116,0.830,-0.620,-2.033,-3.402,-4.798,-6.211,-7.619,-9.029,-10.206,-11.311,-12.457,-13.716,-15.130,-16.552,-17.870,-19.113,-20.420,-21.954,-23.651,-25.214,10000,10000,-4.704999999999998
982,2018-08-02 15:54:19,11,30.600,69.700,999.700,0.18,0,4.734,0.137,5.411,30.600,30.315,30.023,29.681,29.337,29.064,28.831,28.580,28.273,28.007,27.658,27.265,26.767,26.340,25.875,25.380,24.734,24.170,23.618,23.124,22.548,21.931,21.309,20.727,20.207,19.351,18.126,16.723,15.331,13.952,12.515,11.201,9.804,8.294,6.786,5.239,3.763,2.360,1.074,-0.317,-1.702,-3.074,-4.464,-5.937,-7.423,-8.852,-9.980,-11.205,-12.482,-13.766,-15.208,-16.726,-18.215,-19.670,-21.257,-22.902,-24.627,-26.377,10000,10000,-5.398999999999999
986,2018-08-02 15:58:12,11,30.800,71.400,999.700,2.97,0,4.752,0.117,4.873,30.800,30.161,29.711,29.238,28.731,28.353,28.033,27.690,27.194,26.801,26.259,25.674,24.975,24.437,23.783,23.160,22.347,21.652,20.939,20.464,19.920,19.293,18.647,18.091,17.660,16.964,15.995,14.823,13.599,12.534,11.428,10.417,9.246,7.906,6.501,5.020,3.626,2.291,1.032,-0.423,-1.824,-3.188,-4.602,-6.021,-7.384,-8.787,-9.958,-11.022,-12.115,-13.371,-14.805,-16.205,-17.467,-18.608,-19.843,-21.359,-23.094,-24.588,10000,10000,-4.429999999999998
990,2018-08-02 16:02:05,11,31.000,69.500,999.700,-1.4,0,4.682,0.132,5.688,31.000,30.568,30.215,29.820,29.401,29.089,28.824,28.537,28.147,27.824,27.389,26.925,26.345,25.871,25.308,24.747,24.006,23.380,22.748,22.248,21.674,21.041,20.402,19.830,19.345,18.546,17.426,16.112,14.762,13.506,12.201,11.017,9.706,8.259,6.778,5.246,3.785,2.401,1.129,-0.320,-1.757,-3.164,-4.570,-6.019,-7.451,-8.884,-10.047,-11.200,-12.402,-13.665,-15.110,-16.580,-17.977,-19.282,-20.693,-22.281,-24.019,-25.643,20000,10000,-5.039999999999999
994,2018-08-02 16:05:58,11,30.600,70.000,999.700,-0.76,0,4.706,0.121,5.579,30.600,30.195,29.850,29.460,29.061,28.758,28.502,28.222,27.857,27.552,27.143,26.694,26.137,25.684,25.158,24.627,23.922,23.328,22.732,22.245,21.687,21.065,20.443,19.872,19.385,18.583,17.465,16.153,14.795,13.522,12.199,11.004,9.676,8.231,6.753,5.231,3.772,2.394,1.118,-0.313,-1.730,-3.121,-4.525,-5.968,-7.405,-8.825,-9.980,-11.144,-12.361,-13.619,-15.056,-16.548,-17.973,-19.310,-20.753,-22.351,-24.086,-25.751,20000,10000,-5.060999999999998
998,2018-08-02 16:09:51,11,30.300,70.000,999.700,-2.66,0,4.778,0.124,5.738,30.300,29.859,29.486,29.084,28.686,28.363,28.090,27.789,27.418,27.094,26.657,26.147,25.528,25.003,24.424,23.814,23.041,22.356,21.681,21.124,20.495,19.839,19.168,18.554,18.025,17.193,16.025,14.682,13.400,12.180,10.927,9.743,8.460,7.038,5.609,4.129,2.731,1.370,0.081,-1.335,-2.725,-4.086,-5.467,-6.946,-8.420,-9.861,-11.017,-12.220,-13.453,-14.737,-16.131,-17.584,-18.994,-20.358,-21.774,-23.319,-24.966,-26.601,20000,10000,-5.013000000000002
1002,2018-08-02 16:13:44,11,30.200,68.900,999.600,-4.63,0,4.794,0.103,6.071,30.200,29.685,29.272,28.840,28.411,28.059,27.768,27.449,27.049,26.695,26.220,25.667,25.004,24.460,23.848,23.205,22.387,21.675,20.974,20.411,19.789,19.123,18.459,17.850,17.339,16.534,15.433,14.153,12.893,11.738,10.573,9.481,8.243,6.857,5.432,3.973,2.601,1.261,-0.039,-1.464,-2.873,-4.240,-5.622,-7.072,-8.538,-9.970,-11.137,-12.300,-13.504,-14.772,-16.158,-17.594,-18.959,-20.275,-21.621,-23.141,-24.766,-26.363,20000,10000,-4.795999999999999
1006,2018-08-02 16:17:36,11,30.300,68.900,999.500,-4.6,0,4.798,0.121,6.193,30.300,29.933,29.595,29.215,28.846,28.542,28.293,28.019,27.690,27.393,27.005,26.556,26.004,25.544,25.036,24.495,23.788,23.182,22.586,22.068,21.484,20.850,20.223,19.631,19.118,18.278,17.120,15.772,14.405,13.104,11.779,10.575,9.237,7.777,6.283,4.773,3.341,1.971,0.671,-0.741,-2.152,-3.530,-4.917,-6.366,-7.849,-9.277,-10.426,-11.619,-12.872,-14.142,-15.556,-17.052,-18.495,-19.903,-21.390,-22.986,-24.658,-26.375,20000,10000,-5.1739999999999995
1010,2018-08-02 16:21:29,11,30.400,68.000,999.400,-4.71,0,4.852,0.113,6.125,30.400,29.987,29.624,29.227,28.839,28.520,28.261,27.972,27.620,27.299,26.876,26.388,25.788,25.286,24.723,24.125,23.348,22.682,22.027,21.471,20.848,20.183,19.527,18.917,18.389,17.539,16.382,15.043,13.706,12.451,11.181,10.012,8.705,7.265,5.794,4.302,2.893,1.534,0.232,-1.200,-2.633,-4.019,-5.404,-6.859,-8.347,-9.780,-10.944,-12.137,-13.387,-14.651,-16.039,-17.510,-18.936,-20.318,-21.733,-23.282,-24.915,-26.577,20000,10000,-5.088000000000001
1014,2018-08-02 16:25:23,11,30.300,69.300,999.300,-4.06,0,4.814,0.121,6.187,30.300,30.022,29.736,29.392,29.058,28.791,28.570,28.325,28.036,27.781,27.445,27.064,26.582,26.181,25.744,25.271,24.637,24.107,23.588,23.112,22.561,21.949,21.348,20.780,20.276,19.426,18.238,16.865,15.440,14.054,12.620,11.346,9.952,8.446,6.907,5.355,3.867,2.473,1.186,-0.208,-1.619,-3.013,-4.410,-5.867,-7.355,-8.786,-9.917,-11.135,-12.415,-13.689,-15.141,-16.686,-18.181,-19.634,-21.225,-22.881,-24.608,-26.398,20000,10000,-5.371999999999998
1018,2018-08-02 16:29:16,11,30.200,70.500,999.300,-2.23,0,4.826,0.129,5.782,30.200,29.973,29.707,29.383,29.077,28.829,28.619,28.381,28.114,27.878,27.558,27.183,26.704,26.289,25.842,25.352,24.709,24.162,23.622,23.109,22.520,21.899,21.270,20.669,20.123,19.239,17.980,16.549,15.124,13.716,12.248,10.913,9.484,7.960,6.453,4.914,3.421,2.017,0.740,-0.649,-2.054,-3.446,-4.831,-6.327,-7.840,-9.289,-10.417,-11.686,-13.009,-14.280,-15.706,-17.257,-18.802,-20.291,-21.894,-23.529,-25.221,-27.010,20000,10000,-5.5230000000000015
1022,2018-08-02 16:33:09,11,30.100,70.100,999.300,-0.35,0,4.849,0.119,5.514,30.100,29.504,29.060,28.591,28.124,27.756,27.455,27.129,26.697,26.333,25.852,25.307,24.663,24.174,23.610,23.056,22.317,21.702,21.081,20.630,20.116,19.505,18.911,18.363,17.930,17.212,16.255,15.099,13.831,12.707,11.567,10.564,9.358,8.011,6.577,5.110,3.731,2.418,1.150,-0.273,-1.653,-2.997,-4.386,-5.768,-7.154,-8.525,-9.668,-10.738,-11.867,-13.096,-14.501,-15.934,-17.243,-18.466,-19.781,-21.329,-23.038,-24.623,20000,10000,-4.504999999999999
1026,2018-08-02 16:37:02,11,29.900,71.000,999.400,0.46,0,4.855,0.120,5.141,29.900,29.322,28.877,28.421,27.980,27.615,27.310,26.976,26.558,26.196,25.702,25.111,24.414,23.848,23.223,22.577,21.759,21.040,20.324,19.770,19.156,18.503,17.839,17.227,16.720,15.945,14.883,13.647,12.438,11.341,10.234,9.188,7.994,6.648,5.265,3.832,2.491,1.180,-0.098,-1.514,-2.880,-4.208,-5.580,-7.035,-8.479,-9.894,-11.046,-12.194,-13.376,-14.633,-15.996,-17.409,-18.752,-20.035,-21.345,-22.837,-24.449,-26.023,20000,10000,-4.604000000000001
1030,2018-08-02 16:40:55,11,30.000,70.700,999.300,-3.43,0,4.851,0.118,5.932,30.000,29.647,29.321,28.951,28.599,28.313,28.071,27.801,27.484,27.208,26.828,26.380,25.826,25.361,24.855,24.311,23.605,23.001,22.401,21.872,21.273,20.638,19.995,19.389,18.855,18.006,16.815,15.450,14.094,12.796,11.457,10.229,8.890,7.430,5.962,4.458,3.016,1.644,0.369,-1.032,-2.430,-3.807,-5.194,-6.683,-8.172,-9.616,-10.758,-11.988,-13.260,-14.531,-15.943,-17.450,-18.919,-20.331,-21.826,-23.410,-25.073,-26.792,20000,10000,-5.210000000000001
1034,2018-08-02 16:44:48,11,30.100,70.600,999.200,-3.85,0,4.905,0.118,5.992,30.100,29.727,29.385,29.005,28.645,28.347,28.101,27.823,27.498,27.207,26.815,26.345,25.770,25.284,24.758,24.194,23.465,22.833,22.205,21.660,21.044,20.398,19.741,19.125,18.588,17.735,16.544,15.179,13.842,12.562,11.251,10.042,8.717,7.266,5.813,4.325,2.911,1.551,0.274,-1.133,-2.528,-3.893,-5.270,-6.751,-8.241,-9.676,-10.818,-12.041,-13.303,-14.566,-15.953,-17.441,-18.894,-20.300,-21.764,-23.326,-24.966,-26.663,20000,10000,-5.173
1038,2018-08-02 16:48:42,11,30.100,70.900,999.300,-3.6,0,5.029,0.124,6.103,30.100,29.550,29.141,28.703,28.257,27.921,27.632,27.322,26.905,26.574,26.114,25.607,24.993,24.521,23.980,23.444,22.731,22.136,21.542,21.098,20.575,19.968,19.362,18.821,18.372,17.633,16.613,15.417,14.139,12.972,11.751,10.672,9.441,8.065,6.622,5.124,3.701,2.358,1.115,-0.291,-1.661,-3.022,-4.422,-5.859,-7.251,-8.650,-9.776,-10.895,-12.057,-13.310,-14.750,-16.206,-17.556,-18.801,-20.191,-21.775,-23.525,-25.121,20000,10000,-4.661
1042,2018-08-02 16:52:34,11,30.400,70.900,999.300,-3.03,0,5.105,0.112,5.906,30.400,29.984,29.626,29.233,28.845,28.533,28.273,27.986,27.629,27.318,26.904,26.422,25.833,25.339,24.796,24.232,23.501,22.863,22.225,21.701,21.100,20.460,19.807,19.205,18.690,17.869,16.711,15.371,14.056,12.803,11.515,10.327,9.030,7.591,6.146,4.653,3.244,1.883,0.609,-0.798,-2.183,-3.541,-4.924,-6.384,-7.842,-9.264,-10.407,-11.596,-12.818,-14.081,-15.481,-16.947,-18.355,-19.714,-21.147,-22.709,-24.377,-26.043,20000,10000,-5.065999999999999
1046,2018-08-02 16:56:27,11,30.400,68.800,999.200,-2.63,0,5.164,0.121,5.914,30.400,30.080,29.772,29.412,29.061,28.782,28.551,28.296,27.987,27.717,27.359,26.956,26.445,26.022,25.555,25.060,24.396,23.841,23.295,22.808,22.244,21.622,21.013,20.439,19.928,19.078,17.904,16.552,15.146,13.789,12.389,11.146,9.770,8.283,6.761,5.222,3.751,2.374,1.097,-0.312,-1.724,-3.108,-4.496,-5.952,-7.432,-8.850,-9.977,-11.179,-12.453,-13.711,-15.137,-16.655,-18.138,-19.566,-21.111,-22.739,-24.449,-26.192,20000,10000,-5.289
1050,2018-08-02 17:00:20,11,30.400,69.400,999.100,-3.45,0,5.175,0.108,6.079,30.400,30.076,29.768,29.408,29.054,28.775,28.543,28.286,27.976,27.704,27.347,26.943,26.433,26.007,25.544,25.054,24.400,23.846,23.303,22.824,22.262,21.642,21.032,20.463,19.960,19.119,17.945,16.590,15.197,13.839,12.434,11.191,9.832,8.345,6.824,5.282,3.819,2.437,1.163,-0.234,-1.634,-3.014,-4.402,-5.855,-7.328,-8.749,-9.871,-11.078,-12.339,-13.608,-15.042,-16.557,-18.020,-19.445,-21.000,-22.635,-24.354,-26.107,20000,10000,-5.279999999999999
1054,2018-08-02 17:04:14,11,30.100,70.000,999.000,-4.15,0,5.267,0.096,6.160,30.100,29.735,29.407,29.033,28.673,28.389,28.150,27.885,27.564,27.289,26.914,26.486,25.952,25.516,25.040,24.535,23.862,23.298,22.743,22.257,21.691,21.070,20.456,19.881,19.373,18.539,17.383,16.056,14.687,13.373,12.010,10.800,9.465,8.005,6.510,4.989,3.535,2.167,0.903,-0.491,-1.882,-3.257,-4.648,-6.115,-7.580,-8.999,-10.120,-11.325,-12.585,-13.846,-15.270,-16.779,-18.241,-19.640,-21.163,-22.777,-24.484,-26.207,20000,10000,-5.166000000000002
1058,2018-08-02 17:08:07,11,30.000,70.100,999.300,-2.77,0,5.369,0.098,5.925,30.000,29.626,29.292,28.917,28.553,28.261,28.011,27.743,27.417,27.142,26.768,26.339,25.804,25.363,24.892,24.394,23.738,23.178,22.635,22.160,21.601,20.990,20.383,19.815,19.308,18.484,17.333,16.015,14.663,13.357,11.999,10.783,9.451,8.000,6.514,4.991,3.543,2.174,0.915,-0.463,-1.822,-3.179,-4.562,-6.028,-7.489,-8.904,-10.016,-11.216,-12.468,-13.736,-15.166,-16.667,-18.120,-19.523,-21.069,-22.694,-24.405,-26.124,20000,10000,-5.1270000000000024
1062,2018-08-02 17:11:59,11,29.900,71.100,999.200,-3.56,0,5.393,0.088,6.019,29.900,29.671,29.406,29.083,28.783,28.539,28.328,28.092,27.829,27.604,27.288,26.914,26.434,26.024,25.594,25.117,24.489,23.955,23.434,22.932,22.349,21.734,21.112,20.516,19.969,19.088,17.834,16.416,15.005,13.602,12.132,10.801,9.386,7.871,6.368,4.827,3.335,1.934,0.668,-0.699,-2.077,-3.457,-4.847,-6.357,-7.870,-9.316,-10.431,-11.706,-13.031,-14.309,-15.744,-17.301,-18.848,-20.342,-21.965,-23.604,-25.298,-27.099,20000,10000,-5.486000000000001
1066,2018-08-02 17:15:52,11,30.000,70.800,999.000,-2.01,0,5.517,0.081,5.791,30.000,29.594,29.242,28.849,28.476,28.169,27.917,27.641,27.307,27.015,26.627,26.168,25.612,25.164,24.683,24.174,23.498,22.924,22.354,21.874,21.320,20.704,20.094,19.516,19.022,18.214,17.097,15.796,14.450,13.179,11.880,10.724,9.419,7.980,6.503,5.002,3.585,2.240,0.969,-0.418,-1.790,-3.136,-4.520,-5.957,-7.415,-8.815,-9.940,-11.107,-12.325,-13.576,-14.989,-16.481,-17.895,-19.267,-20.745,-22.338,-24.021,-25.739,20000,10000,-5.034999999999998
1070,2018-08-02 17:19:46,11,30.100,71.700,999.300,-2.06,0,5.542,0.090,5.829,30.100,29.845,29.567,29.233,28.916,28.658,28.439,28.197,27.921,27.684,27.365,26.986,26.508,26.101,25.672,25.209,24.598,24.075,23.558,23.079,22.520,21.919,21.311,20.730,20.204,19.351,18.133,16.739,15.328,13.942,12.499,11.195,9.786,8.283,6.780,5.239,3.760,2.374,1.113,-0.262,-1.629,-2.989,-4.367,-5.844,-7.332,-8.758,-9.873,-11.109,-12.394,-13.656,-15.089,-16.632,-18.144,-19.611,-21.222,-22.869,-24.577,-26.368,20000,10000,-5.408999999999999
1074,2018-08-02 17:23:38,11,30.200,71.200,999.200,22.32,0,5.623,0.118,1.210,30.200,29.742,29.360,28.956,28.561,28.234,27.958,27.660,27.293,26.973,26.547,26.039,25.423,24.900,24.347,23.771,23.038,22.382,21.732,21.203,20.593,19.960,19.300,18.693,18.166,17.352,16.197,14.873,13.601,12.385,11.142,9.973,8.704,7.289,5.873,4.397,3.021,1.685,0.426,-0.963,-2.302,-3.614,-4.975,-6.438,-7.888,-9.295,-10.420,-11.601,-12.812,-14.075,-15.453,-16.887,-18.271,-19.628,-21.065,-22.612,-24.249,-25.898,20000,10000,-4.9670000000000005
1078,2018-08-02 17:27:32,11,30.100,69.700,999.200,9.64,0,5.700,0.121,3.720,30.100,29.613,29.228,28.815,28.400,28.079,27.800,27.505,27.124,26.812,26.392,25.923,25.341,24.873,24.364,23.851,23.173,22.593,22.034,21.588,21.047,20.437,19.834,19.287,18.810,18.031,16.951,15.713,14.425,13.192,11.897,10.751,9.486,8.086,6.633,5.120,3.695,2.344,1.103,-0.275,-1.608,-2.944,-4.323,-5.761,-7.171,-8.557,-9.657,-10.807,-12.009,-13.270,-14.694,-16.146,-17.536,-18.857,-20.338,-21.941,-23.677,-25.321,20000,10000,-4.838999999999999
1082,2018-08-02 17:31:24,11,30.100,70.500,999.300,10.87,0,5.793,0.127,3.592,30.100,29.828,29.539,29.202,28.877,28.612,28.382,28.138,27.858,27.614,27.297,26.926,26.455,26.050,25.638,25.197,24.615,24.105,23.615,23.161,22.616,22.027,21.435,20.871,20.355,19.510,18.301,16.927,15.539,14.149,12.696,11.386,9.988,8.490,6.987,5.443,3.975,2.594,1.339,-0.013,-1.338,-2.663,-4.030,-5.489,-6.957,-8.353,-9.442,-10.662,-11.940,-13.207,-14.638,-16.159,-17.658,-19.135,-20.793,-22.464,-24.194,-25.984,20000,10000,-5.361000000000002
1086,2018-08-02 17:35:17,11,29.900,72.000,999.200,10.74,0,5.824,0.136,3.486,29.900,29.577,29.265,28.912,28.576,28.300,28.058,27.797,27.495,27.240,26.897,26.481,25.963,25.514,25.064,24.580,23.960,23.400,22.861,22.382,21.805,21.200,20.576,19.992,19.461,18.617,17.397,16.022,14.694,13.357,11.953,10.666,9.317,7.848,6.391,4.870,3.433,2.064,0.818,-0.529,-1.836,-3.143,-4.507,-5.992,-7.464,-8.875,-9.964,-11.199,-12.465,-13.749,-15.165,-16.658,-18.130,-19.579,-21.184,-22.809,-24.506,-26.261,20000,10000,-5.260000000000002
